school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y,avg_grade_x,avg_grade_y,overall_avg_grade,improvement_x,improvement_y,total_studytime,total_failures,total_absences,family_support_score,social_activity_score,alcohol_consumption,health_score,educational_support,engagement_score,performance_consistency_x,performance_consistency_y,risk_score
-0.34199278402838473,-0.963998407308295,1.206222887694483,0.5187513759338115,-0.6116377354484112,-3.008759142727674,1.100243107269251,1.3103300099365467,-1.807979938860597,1.9894745176337245,-1.0346499406711982,0.399473397297991,0.8029051220288596,-0.04028863275577224,-0.3988550282676052,2.547586324039162,-1.2856040517117928,-0.9292010730441186,-1.0538013273710851,0.4819315973414993,0.22237479499833032,-2.3635157914750065,-0.6808829066491902,0.06541565733935394,-0.22545784590974646,0.7850314599356459,-0.5353506842973422,-0.9991563083234686,-0.41367420575058317,0.08937684778068994,5.0,6.0,6.0,0.399473397297991,0.7945928754502778,-0.04649939062947863,-0.275783135866153,2.5768197453450252,-1.2927987744922531,-0.2702474937259706,-1.0482848367219182,0.22237479499833032,-0.6891324073815386,0.06344828234649996,-0.23415852164735612,0.7791725278361691,-0.5382636906886213,-1.0075565414601872,-0.4106622278882634,0.06678691299534632,0.0,11.0,11.0,5.666666666666667,7.333333333333333,6.5,0.5247591013979434,6.256337127414345,-0.04363425005007393,-0.39986754057216267,0.09236846089005041,-0.5512931372650858,0.39062297192799533,-0.8939932535158265,-0.41375632430233417,1.3586652700017223,0.1621208958401287,-0.44743336976917397,7.824980663754601,0.02977629177965416
-0.34199278402838473,-0.963998407308295,0.3529318819550515,0.5187513759338115,-0.6116377354484112,0.33236292855712696,-1.664841543894261,-1.4298856677774723,-1.807979938860597,-0.37070953744727797,-1.0346499406711982,-1.6351777729397763,-0.6370467869618653,-0.04028863275577224,-0.3988550282676052,-0.39252840642295245,0.7778444682625971,-0.9292010730441186,-1.0538013273710851,-2.0749832663314556,0.22237479499833032,0.42309850588132825,-0.6808829066491902,1.1518844009755766,-0.22545784590974646,-0.09957626187974285,-0.5353506842973422,-0.9991563083234686,-0.41367420575058317,-0.17325358185179887,5.0,5.0,6.0,-1.6351777729397763,-0.6371735322006944,-0.04649939062947863,-0.275783135866153,-0.3880752628531664,0.7735155847380426,-0.2702474937259706,-1.0482848367219182,0.22237479499833032,-0.6891324073815386,1.1651411849084516,-0.23415852164735612,-0.10404380935497795,-0.5382636906886213,-1.0075565414601872,-0.4106622278882634,-0.3414146992322103,9.0,11.0,11.0,5.333333333333333,10.333333333333334,7.833333333333333,0.5247591013979434,0.9427780750303237,-0.04363425005007393,-0.39986754057216267,-0.27422636570734454,1.398651107505866,-0.20268905700438716,-0.8939932535158265,-0.41375632430233417,-0.8979005262620077,0.02008552448686058,-0.44743336976917397,0.5851199013608924,-0.31490684336664404
-0.34199278402838473,-0.963998407308295,-1.3536501295238113,0.5187513759338115,1.6349547159101756,0.33236292855712696,-1.664841543894261,-1.4298856677774723,-1.807979938860597,-0.37070953744727797,0.6400800480423515,0.399473397297991,-0.6370467869618653,-0.04028863275577224,3.719053641954697,2.547586324039162,-1.2856040517117928,1.0761933331866909,-1.0538013273710851,0.4819315973414993,0.22237479499833032,0.42309850588132825,-0.6808829066491902,0.06541565733935394,-0.22545784590974646,-0.9841839836951316,0.5945054560429048,0.5618977194048138,-0.41367420575058317,0.6146377070456676,7.0,8.0,10.0,0.399473397297991,-0.6371735322006944,-0.04649939062947863,-0.275783135866153,2.5768197453450252,-1.2927987744922531,-0.2702474937259706,-1.0482848367219182,0.22237479499833032,-0.6891324073815386,0.06344828234649996,-0.23415852164735612,-0.987260146546125,0.5914985611962874,0.5538495390176692,-0.4106622278882634,0.47498852522290297,12.0,13.0,12.0,8.333333333333334,12.333333333333334,10.333333333333334,1.2368655906839625,-0.23801282549945876,-0.04363425005007393,2.3773942866744946,0.6422607007861428,-0.5512931372650858,-0.7960010859367697,0.6294510119550095,-0.41375632430233417,2.4869481681335874,0.6847719608011498,0.33919261536098144,-0.21930907223840884,1.063825697218548
-0.34199278402838473,-0.963998407308295,-1.3536501295238113,0.5187513759338115,-0.6116377354484112,0.33236292855712696,1.100243107269251,-0.5164804418727994,-0.9906446292218418,0.8093824900932232,-0.19728494631442337,0.399473397297991,-0.6370467869618653,1.1435773451446196,-0.3988550282676052,-0.39252840642295245,0.7778444682625971,1.0761933331866909,0.9489454739013256,0.4819315973414993,0.22237479499833032,0.42309850588132825,1.4686813110366832,-1.0210530862968688,-1.238691929880606,-0.9841839836951316,-0.5353506842973422,-0.9991563083234686,1.016403139016139,-0.4358840114842877,15.0,14.0,15.0,0.399473397297991,-0.6371735322006944,1.1376850907345784,-0.275783135866153,-0.3880752628531664,0.7735155847380426,-0.2702474937259706,0.9539392014169455,0.22237479499833032,1.451099947250557,-1.0382446202154518,-1.2506193769801974,-0.987260146546125,-0.5382636906886213,-1.0075565414601872,1.0154556907782517,-0.7496163114597669,14.0,14.0,14.0,14.666666666666666,14.0,14.333333333333334,0.16870585675493383,-0.23801282549945876,1.146957429887662,-0.39986754057216267,-0.6408211923047394,-0.5512931372650858,-1.3893131148691522,-0.8939932535158265,1.0198483549130093,0.2303823718698573,0.8550683514709672,-0.4474333697691741,-1.0237380458377099,-0.9181023298726657
-0.34199278402838473,-0.963998407308295,-0.5003591237843799,0.5187513759338115,-0.6116377354484112,0.33236292855712696,0.1785482235480803,0.3969247840318737,-0.1733093195830867,-0.37070953744727797,-0.19728494631442337,-1.6351777729397763,-0.6370467869618653,-0.04028863275577224,-0.3988550282676052,-0.39252840642295245,0.7778444682625971,1.0761933331866909,-1.0538013273710851,0.4819315973414993,0.22237479499833032,-2.3635157914750065,-0.6808829066491902,0.06541565733935394,-0.22545784590974646,-0.9841839836951316,-0.5353506842973422,-0.2186292944593274,1.016403139016139,-0.17325358185179887,6.0,10.0,10.0,-1.6351777729397763,-0.6371735322006944,-0.04649939062947863,-0.275783135866153,-0.3880752628531664,0.7735155847380426,-0.2702474937259706,-1.0482848367219182,0.22237479499833032,-0.6891324073815386,0.06344828234649996,-0.23415852164735612,-0.987260146546125,-0.5382636906886213,-0.22685350122125908,1.0154556907782517,-0.7496163114597669,11.0,13.0,13.0,8.666666666666666,12.333333333333334,10.5,1.592918835326972,0.9427780750303237,-0.04363425005007393,-0.39986754057216267,-0.45752377900604196,0.42367898512039015,-0.7960010859367697,-0.38617849835888113,1.0198483549130093,0.2303823718698573,0.7551875577731246,0.9864879885336959,0.5851199013608924,-0.7026753704062294
-0.34199278402838473,1.037346112212187,-0.5003591237843799,0.5187513759338115,1.6349547159101756,0.33236292855712696,1.100243107269251,0.3969247840318737,0.6440259900556684,-0.37070953744727797,1.4774450423991263,0.399473397297991,-0.6370467869618653,-0.04028863275577224,-0.3988550282676052,-0.39252840642295245,0.7778444682625971,1.0761933331866909,0.9489454739013256,0.4819315973414993,0.22237479499833032,0.42309850588132825,-0.6808829066491902,1.1518844009755766,0.7877762380611132,-0.9841839836951316,-0.5353506842973422,-0.2186292944593274,1.016403139016139,0.6146377070456676,15.0,15.0,15.0,0.399473397297991,-0.6371735322006944,-0.04649939062947863,-0.275783135866153,-0.3880752628531664,0.7735155847380426,-0.2702474937259706,0.9539392014169455,0.22237479499833032,-0.6891324073815386,1.1651411849084516,0.7823023336854852,-0.987260146546125,-0.5382636906886213,-0.22685350122125908,1.0154556907782517,0.47498852522290297,12.0,12.0,13.0,15.0,12.333333333333334,13.666666666666666,0.16870585675493383,0.35238262476543253,-0.04363425005007393,-0.39986754057216267,0.6422607007861428,1.398651107505866,-0.20268905700438716,-0.38617849835888113,1.0198483549130093,0.2303823718698573,1.2068209370575114,-0.9254071558701306,-0.21930907223840884,0.3313740350326649
-0.34199278402838473,1.037346112212187,-0.5003591237843799,0.5187513759338115,1.6349547159101756,0.33236292855712696,-0.7431466601730904,-0.5164804418727994,-0.1733093195830867,-0.37070953744727797,-0.19728494631442337,0.399473397297991,-0.6370467869618653,-0.04028863275577224,-0.3988550282676052,-0.39252840642295245,-1.2856040517117928,-0.9292010730441186,-1.0538013273710851,0.4819315973414993,0.22237479499833032,0.42309850588132825,-0.6808829066491902,0.06541565733935394,0.7877762380611132,0.7850314599356459,-0.5353506842973422,-0.9991563083234686,-0.41367420575058317,-0.6985144411167765,12.0,12.0,11.0,0.399473397297991,-0.6371735322006944,-0.04649939062947863,-0.275783135866153,-0.3880752628531664,-1.2927987744922531,-0.2702474937259706,-1.0482848367219182,0.22237479499833032,-0.6891324073815386,0.06344828234649996,0.7823023336854852,0.7791725278361691,-0.5382636906886213,-1.0075565414601872,-0.4106622278882634,-0.7496163114597669,13.0,12.0,13.0,11.666666666666666,12.666666666666666,12.166666666666666,-0.1873473878880757,-0.23801282549945876,-0.04363425005007393,-0.39986754057216267,-0.8241186056034369,-0.5512931372650858,0.9839350008603779,-0.8939932535158265,-0.41375632430233417,-0.8979005262620077,-0.8831812340819132,-0.4474333697691741,-0.21930907223840884,-0.8319315460860912
-0.34199278402838473,-0.963998407308295,0.3529318819550515,0.5187513759338115,-0.6116377354484112,-3.008759142727674,1.100243107269251,1.3103300099365467,-0.1733093195830867,1.9894745176337245,-0.19728494631442337,0.399473397297991,0.8029051220288596,-0.04028863275577224,-0.3988550282676052,2.547586324039162,0.7778444682625971,-0.9292010730441186,-1.0538013273710851,0.4819315973414993,0.22237479499833032,-2.3635157914750065,-0.6808829066491902,0.06541565733935394,-2.251926013851466,0.7850314599356459,-0.5353506842973422,-0.9991563083234686,-1.8437515505173052,0.08937684778068994,6.0,5.0,6.0,0.399473397297991,0.7945928754502778,-0.04649939062947863,-0.275783135866153,2.5768197453450252,0.7735155847380426,-0.2702474937259706,-1.0482848367219182,0.22237479499833032,-0.6891324073815386,0.06344828234649996,-2.2670802323130386,0.7791725278361691,-0.5382636906886213,-1.0075565414601872,-1.8367801465547784,-0.3414146992322103,10.0,13.0,13.0,5.666666666666667,12.0,8.833333333333334,0.16870585675493383,1.533173525295215,-0.04363425005007393,-0.39986754057216267,-0.09092895240864705,0.42367898512039015,-0.7960010859367697,-0.8939932535158265,-1.8473610035176777,1.3586652700017223,-0.05033007248511437,-0.44743336976917397,1.3895488749601932,0.11594707556622857
-0.34199278402838473,1.037346112212187,-1.3536501295238113,0.5187513759338115,1.6349547159101756,-3.008759142727674,0.1785482235480803,-0.5164804418727994,0.6440259900556684,-0.37070953744727797,-0.19728494631442337,0.399473397297991,-0.6370467869618653,-0.04028863275577224,-0.3988550282676052,-0.39252840642295245,0.7778444682625971,1.0761933331866909,-1.0538013273710851,0.4819315973414993,0.22237479499833032,0.42309850588132825,-0.6808829066491902,0.06541565733935394,-1.238691929880606,-0.9841839836951316,-0.5353506842973422,-0.9991563083234686,-1.8437515505173052,-0.6985144411167765,16.0,18.0,19.0,0.399473397297991,-0.6371735322006944,-0.04649939062947863,-0.275783135866153,-0.3880752628531664,0.7735155847380426,-0.2702474937259706,-1.0482848367219182,0.22237479499833032,-0.6891324073815386,0.06344828234649996,-1.2506193769801974,-0.987260146546125,-0.5382636906886213,-1.0075565414601872,-1.8367801465547784,-0.7496163114597669,15.0,16.0,17.0,17.666666666666668,16.0,16.833333333333332,1.2368655906839625,0.9427780750303237,-0.04363425005007393,-0.39986754057216267,-0.8241186056034369,0.42367898512039015,-1.3893131148691522,-0.8939932535158265,-1.8473610035176777,0.2303823718698573,-0.5729811374461354,0.3391926153609813,0.3695738075167626,-0.5734191947263677
-0.34199278402838473,1.037346112212187,-1.3536501295238113,0.5187513759338115,-0.6116377354484112,0.33236292855712696,0.1785482235480803,1.3103300099365467,-0.1733093195830867,-0.37070953744727797,-0.19728494631442337,0.399473397297991,-0.6370467869618653,-0.04028863275577224,-0.3988550282676052,-0.39252840642295245,0.7778444682625971,1.0761933331866909,0.9489454739013256,0.4819315973414993,0.22237479499833032,0.42309850588132825,-0.6808829066491902,1.1518844009755766,1.8010103220319729,-1.8687917055105203,-0.5353506842973422,-0.9991563083234686,1.016403139016139,-0.6985144411167765,14.0,15.0,15.0,0.399473397297991,-0.6371735322006944,-0.04649939062947863,-0.275783135866153,-0.3880752628531664,0.7735155847380426,-0.2702474937259706,0.9539392014169455,0.22237479499833032,-0.6891324073815386,1.1651411849084516,1.7987631890183264,-1.870476483737272,-0.5382636906886213,-1.0075565414601872,1.0154556907782517,-0.7496163114597669,12.0,12.0,13.0,14.666666666666666,12.333333333333334,13.5,0.5247591013979434,0.35238262476543253,-0.04363425005007393,-0.39986754057216267,-0.8241186056034369,1.398651107505866,-0.20268905700438716,-0.8939932535158265,1.0198483549130093,0.2303823718698573,1.2068209370575114,-0.4474333697691741,-0.21930907223840884,-1.0904438974458148
